Source; Target; Type
1666;619; directed
842;192; directed
1405;1747; directed
1747;1405; directed
1405;1747; directed
1405;1743; directed
1284;26; directed
1284;7; directed
1284;1564; directed
1544;1331; directed
1712;1584; directed
446;94; directed
446;397; directed
446;397; directed
1740;782; directed
1723;1712; directed
1723;1542; directed
397;446; directed
1743;1405; directed
1712;1723; directed
1646;1712; directed
1646;1668; directed
1668;1646; directed
1668;1422; directed
1542;1711; directed
1542;1738; directed
1471;1345; directed
1712;1646; directed
1345;1471; directed
7;1284; directed
517;1487; directed
1135;232; directed
11;1311; directed
11;1311; directed
1197;1745; directed
366;1345; directed
210;1741; directed
1643;430; directed
1345;366; directed
1723;1712; directed
1311;11; directed
11;1311; directed
1311;11; directed
11;1311; directed
11;1311; directed
1311;11; directed
1311;11; directed
1337;8; directed
1337;66; directed
1337;340; directed
1741;210; directed
1712;1723; directed
1712;1312; directed
1337;1041; directed
345;1643; directed
1230;983; directed
287;1439; directed
1712;1741; directed
1643;345; directed
232;1675; directed
232;1675; directed
232;1675; directed
232;1135; directed
41;248; directed
1284;7; directed
1711;1571; directed
1712;1562; directed
1131;1284; directed
233;968; directed
1284;1131; directed
1131;1284; directed
1284;1131; directed
1486;619; directed
1131;1284; directed
1486;1519; directed
1284;1131; directed
1723;1712; directed
1131;1284; directed
707;280; directed
1284;1131; directed
31;1131; directed
31;1071; directed
1135;232; directed
968;233; directed
1281;1646; directed
968;846; directed
968;738; directed
345;1643; directed
748;473; directed
556;1643; directed
473;748; directed
430;1643; directed
1338;473; directed
430;1623; directed
600;399; directed
1488;248; directed
8;1342; directed
1488;877; directed
8;787; directed
8;1337; directed
673;1337; directed
673;167; directed
377;811; directed
1623;430; directed
877;1488; directed
1422;1668; directed
560;1712; directed
1749;1337; directed
560;430; directed
446;397; directed
1131;8; directed
1733;1435; directed
453;1668; directed
211;1342; directed
643;1748; directed
1740;276; directed
1279;767; directed
210;35; directed
1740;296; directed
340;1337; directed
1740;1281; directed
1740;474; directed
1740;474; directed
1740;474; directed
1740;474; directed
35;210; directed
430;1623; directed
7;1284; directed
1740;1496; directed
1740;898; directed
430;560; directed
1486;973; directed
1435;1733; directed
1668;453; directed
1668;1422; directed
188;43; directed
1740;536; directed
1668;973; directed
1578;1666; directed
1740;782; directed
1740;782; directed
430;1578; directed
821;726; directed
726;821; directed
821;726; directed
643;7; directed
503;1739; directed
2;175; directed
2;198; directed
2;373; directed
2;251; directed
2;241; directed
2;474; directed
2;651; directed
2;287; directed
1712;2; directed
2;171; directed
2;1189; directed
2;639; directed
2;25; directed
2;1102; directed
2;1166; directed
2;71; directed
2;31; directed
2;67; directed
2;1370; directed
2;497; directed
2;789; directed
2;1153; directed
2;1661; directed
2;880; directed
2;839; directed
2;301; directed
2;1; directed
2;61; directed
2;1184; directed
2;1184; directed
2;307; directed
2;845; directed
2;1109; directed
2;31; directed
2;864; directed
2;696; directed
2;739; directed
2;1236; directed
2;1339; directed
2;1339; directed
2;407; directed
2;25; directed
2;699; directed
2;699; directed
2;248; directed
2;1116; directed
2;1619; directed
2;1343; directed
2;809; directed
2;1230; directed
2;781; directed
2;1314; directed
2;799; directed
2;1750; directed
2;1439; directed
2;1280; directed
2;223; directed
2;568; directed
2;644; directed
2;248; directed
2;686; directed
2;481; directed
2;751; directed
2;1269; directed
2;1126; directed
2;1236; directed
2;1351; directed
2;730; directed
2;1334; directed
2;1; directed
2;1; directed
2;680; directed
2;1414; directed
2;544; directed
2;25; directed
2;1348; directed
2;822; directed
2;822; directed
2;242; directed
2;476; directed
2;793; directed
2;1188; directed
2;393; directed
2;568; directed
2;710; directed
2;1411; directed
2;932; directed
2;41; directed
2;172; directed
2;1316; directed
2;1712; directed
1712;2; directed
2;1712; directed
1712;2; directed
2;1712; directed
1313;1345; directed
1712;1343; directed
1643;430; directed
1643;345; directed
846;968; directed
1623;430; directed
26;1284; directed
1189;393; directed
31;2; directed
66;1337; directed
968;846; directed
1358;1342; directed
7;643; directed
1539;1668; directed
494;1405; directed
430;1643; directed
430;1623; directed
1578;430; directed
1666;1578; directed
1623;430; directed
126;1071; directed
126;232; directed
94;560; directed
126;1723; directed
397;446; directed
126;1049; directed
126;808; directed
126;1020; directed
126;1337; directed
126;1311; directed
126;1197; directed
126;494; directed
318;316; directed
11;1311; directed
8;1131; directed
94;318; directed
1311;11; directed
1311;126; directed
126;1311; directed
318;94; directed
84;1433; directed
210;35; directed
210;1741; directed
94;318; directed
1405;494; directed
1654;1640; directed
35;210; directed
1654;1396; directed
11;1311; directed
1541;248; directed
1343;1712; directed
8;1751; directed
1748;643; directed
643;7; directed
1126;1202; directed
1646;1668; directed
1646;1712; directed
1646;1281; directed
1646;1131; directed
1646;723; directed
1666;968; directed
7;643; directed
1281;1646; directed
968;171; directed
968;1666; directed
1131;1646; directed
171;968; directed
430;1578; directed
430;1623; directed
430;1131; directed
968;171; directed
1131;430; directed
430;1131; directed
1712;1071; directed
808;126; directed
723;1646; directed
94;1748; directed
1433;84; directed
1676;1289; directed
1311;11; directed
1202;1126; directed
430;1110; directed
1578;1666; directed
1578;430; directed
430;1578; directed
1578;430; directed
430;1578; directed
1712;1177; directed
280;707; directed
171;968; directed
126;808; directed
1668;1539; directed
1668;1646; directed
1422;1668; directed
94;174; directed
1342;1358; directed
1342;8; directed
18;352; directed
1646;1131; directed
1646;1281; directed
1646;723; directed
1646;1668; directed
1751;8; directed
723;1646; directed
428;190; directed
1668;1422; directed
1668;1646; directed
1668;1654; directed
1668;428; directed
1646;723; directed
1646;1668; directed
1646;1268; directed
1422;1668; directed
707;280; directed
123;1254; directed
1471;1488; directed
1008;26; directed
1008;1345; directed
200;142; directed
1254;123; directed
8;1342; directed
8;96; directed
2;31; directed
1643;430; directed
1542;1102; directed
1542;524; directed
1542;1723; directed
1623;430; directed
1542;968; directed
123;1254; directed
1254;123; directed
430;1643; directed
430;1623; directed
174;94; directed
446;397; directed
1668;1646; directed
1668;1422; directed
26;1008; directed
453;1668; directed
1487;517; directed
142;200; directed
142;546; directed
517;1487; directed
517;1487; directed
399;1680; directed
399;7; directed
399;1168; directed
1168;399; directed
1466;308; directed
1519;1539; directed
1519;1486; directed
280;707; directed
712;1058; directed
200;142; directed
11;1311; directed
1157;1496; directed
1331;1751; directed
1654;1668; directed
1654;47; directed
1654;31; directed
188;1741; directed
188;1748; directed
188;1748; directed
188;43; directed
26;1008; directed
1422;1668; directed
651;1129; directed
308;1466; directed
1311;11; directed
11;1311; directed
1542;1466; directed
1284;1386; directed
11;281; directed
494;126; directed
494;1405; directed
1405;494; directed
723;1646; directed
1316;2; directed
767;1279; directed
1641;821; directed
1284;26; directed
1486;1519; directed
92;35; directed
31;2; directed
1723;126; directed
248;1723; directed
1723;248; directed
248;1723; directed
1487;517; directed
1487;517; directed
1488;1471; directed
126;494; directed
126;1723; directed
1723;126; directed
1723;248; directed
126;1723; directed
1078;26; directed
1078;26; directed
1078;26; directed
26;1078; directed
397;446; directed
1279;767; directed
345;1643; directed
643;7; directed
446;397; directed
317;1735; directed
142;200; directed
7;643; directed
322;297; directed
1646;1668; directed
1712;1646; directed
1646;723; directed
1646;1712; directed
1668;453; directed
1668;1654; directed
1712;1646; directed
428;1668; directed
1668;428; directed
1396;1654; directed
322;67; directed
1668;1422; directed
619;873; directed
643;7; directed
1668;1646; directed
958;698; directed
7;643; directed
1197;126; directed
1112;1492; directed
782;1740; directed
200;142; directed
2;31; directed
2;1316; directed
1496;1157; directed
1712;2; directed
1712;1496; directed
2;1712; directed
1311;11; directed
1674;31; directed
1674;66; directed
276;1740; directed
1331;26; directed
26;1331; directed
26;1284; directed
210;1741; directed
1422;1668; directed
11;1311; directed
698;958; directed
142;200; directed
1741;210; directed
494;1405; directed
1712;494; directed
494;126; directed
494;1712; directed
1712;494; directed
494;1712; directed
1386;1284; directed
1078;26; directed
1058;712; directed
26;1078; directed
1189;1487; directed
1668;1422; directed
318;94; directed
616;430; directed
616;1666; directed
1284;26; directed
1289;1676; directed
1284;1386; directed
1311;11; directed
1311;1312; directed
1312;1311; directed
1312;1311; directed
1311;1312; directed
1312;1311; directed
1312;1712; directed
442;31; directed
175;1435; directed
430;616; directed
11;1311; directed
1311;11; directed
1157;1496; directed
1157;1496; directed
1284;1311; directed
232;1135; directed
1534;1752; directed
1311;1312; directed
200;142; directed
723;1646; directed
1666;616; directed
1666;968; directed
31;2; directed
31;1674; directed
31;1730; directed
1492;1112; directed
1646;723; directed
1646;1668; directed
1712;1646; directed
1646;1712; directed
1712;1646; directed
1646;1712; directed
1712;1646; directed
1646;1712; directed
1712;1646; directed
1646;1712; directed
1712;1646; directed
1712;1312; directed
1646;1712; directed
643;7; directed
1435;175; directed
1668;1646; directed
1342;8; directed
1041;1337; directed
1041;1729; directed
1405;494; directed
1712;1646; directed
1177;1712; directed
192;117; directed
248;581; directed
1230;1666; directed
1646;1668; directed
1646;1712; directed
248;973; directed
1740;782; directed
1740;276; directed
430;1230; directed
248;436; directed
41;343; directed
877;1646; directed
40;1744; directed
40;1651; directed
66;1674; directed
1729;1041; directed
787;8; directed
47;1654; directed
1008;26; directed
41;1743; directed
1539;47; directed
581;248; directed
1496;1157; directed
1496;1157; directed
2;31; directed
1747;1405; directed
2;311; directed
1135;232; directed
26;1284; directed
26;1008; directed
1743;41; directed
1422;1668; directed
1405;1747; directed
1668;1646; directed
1668;1422; directed
1230;430; directed
94;1386; directed
94;174; directed
94;318; directed
8;787; directed
311;2; directed
8;1342; directed
174;94; directed
11;1311; directed
1623;430; directed
1041;1729; directed
968;1666; directed
430;1230; directed
430;1623; directed
1729;1041; directed
232;1135; directed
232;126; directed
1623;430; directed
494;1405; directed
430;1623; directed
1311;11; directed
1623;430; directed
1747;1405; directed
1405;494; directed
1405;1747; directed
1342;8; directed
26;619; directed
1473;1492; directed
1284;26; directed
524;1542; directed
430;1623; directed
1747;1405; directed
482;188; directed
1405;1747; directed
1747;1405; directed
1643;345; directed
1405;1747; directed
723;1646; directed
1008;26; directed
1646;877; directed
1646;1668; directed
1646;723; directed
1422;1668; directed
619;26; directed
26;619; directed
1519;1486; directed
1492;1473; directed
1668;1422; directed
619;26; directed
1252;643; directed
1157;1496; directed
1157;1496; directed
1674;66; directed
1643;430; directed
873;619; directed
873;619; directed
560;430; directed
619;873; directed
560;94; directed
1394;1112; directed
35;210; directed
210;35; directed
430;1643; directed
430;560; directed
1422;1668; directed
873;619; directed
619;873; directed
1668;1422; directed
811;377; directed
873;619; directed
26;1284; directed
26;1008; directed
94;560; directed
318;94; directed
94;174; directed
94;318; directed
1126;1202; directed
1542;1723; directed
696;213; directed
1135;232; directed
439;1383; directed
996;414; directed
1422;1668; directed
494;1405; directed
213;696; directed
1668;1422; directed
232;1135; directed
232;192; directed
414;996; directed
192;232; directed
190;428; directed
232;192; directed
723;1646; directed
1496;1157; directed
84;1433; directed
560;430; directed
560;94; directed
1422;1668; directed
430;560; directed
94;560; directed
696;213; directed
1487;1189; directed
1668;1422; directed
1745;1729; directed
1433;84; directed
1157;1496; directed
2;311; directed
66;2; directed
248;66; directed
1189;1487; directed
1643;1753; directed
1646;877; directed
1646;723; directed
143;11; directed
143;8; directed
846;560; directed
560;430; directed
560;94; directed
560;846; directed
560;1712; directed
672;1252; directed
1754;641; directed
1405;494; directed
1712;560; directed
1723;1542; directed
1408;442; directed
1408;166; directed
877;1646; directed
188;482; directed
482;188; directed
1666;653; directed
1345;1313; directed
494;1405; directed
1654;47; directed
1654;718; directed
473;1284; directed
1284;473; directed
1284;1311; directed
473;1284; directed
1284;473; directed
620;923; directed
620;1646; directed
620;923; directed
473;1284; directed
1747;1405; directed
1747;798; directed
428;190; directed
846;560; directed
430;560; directed
430;1315; directed
1315;430; directed
1071;1157; directed
430;1315; directed
1631;1038; directed
2;143; directed
1755;1654; directed
1311;11; directed
1712;1584; directed
560;1712; directed
560;846; directed
560;430; directed
748;473; directed
430;560; directed
1542;1723; directed
190;428; directed
311;2; directed
1739;503; directed
787;8; directed
11;143; directed
11;1311; directed
248;494; directed
307;1654; directed
1435;1756; directed
560;430; directed
430;560; directed
1625;1623; directed
430;1730; directed
1730;31; directed
143;2; directed
143;11; directed
11;143; directed
143;11; directed
11;143; directed
143;1757; directed
143;11; directed
11;143; directed
143;11; directed
11;143; directed
143;11; directed
718;1654; directed
11;143; directed
143;11; directed
11;143; directed
143;11; directed
1712;787; directed
11;143; directed
143;11; directed
11;143; directed
11;1254; directed
345;1748; directed
1623;1625; directed
307;253; directed
1311;11; directed
8;787; directed
8;143; directed
8;1342; directed
428;190; directed
143;8; directed
1740;276; directed
1740;390; directed
1740;783; directed
1740;276; directed
1740;1379; directed
1740;1496; directed
1740;1281; directed
1740;474; directed
1740;772; directed
1740;1390; directed
1740;587; directed
1740;1672; directed
117;192; directed
248;143; directed
467;1747; directed
1646;877; directed
1646;620; directed
1675;232; directed
1675;232; directed
524;210; directed
94;560; directed
726;560; directed
1532;1488; directed
1748;345; directed
1672;1740; directed
969;1747; directed
2;311; directed
2;1727; directed
2;1737; directed
2;26; directed
2;248; directed
2;969; directed
1466;308; directed
1654;718; directed
1284;26; directed
8;143; directed
8;1654; directed
8;1466; directed
8;1730; directed
8;1488; directed
8;96; directed
8;7; directed
8;1254; directed
8;1307; directed
1307;8; directed
8;1307; directed
8;1758; directed
8;1759; directed
8;1748; directed
1307;8; directed
1307;8; directed
8;1741; directed
8;1307; directed
8;1718; directed
8;1752; directed
1307;8; directed
7;8; directed
8;1307; directed
8;7; directed
1307;8; directed
8;1307; directed
190;428; directed
7;8; directed
8;7; directed
8;1307; directed
1307;8; directed
7;8; directed
620;1646; directed
1654;8; directed
1284;1730; directed
1284;7; directed
7;1284; directed
1740;1672; directed
1740;276; directed
1254;11; directed
1254;8; directed
1312;1712; directed
809;232; directed
26;1284; directed
809;1337; directed
307;673; directed
1345;1313; directed
1757;143; directed
1730;8; directed
192;117; directed
192;117; directed
311;2; directed
473;748; directed
1753;1643; directed
143;1757; directed
174;94; directed
345;1654; directed
174;94; directed
493;388; directed
1342;8; directed
994;26; directed
1643;1753; directed
994;1748; directed
446;394; directed
994;317; directed
994;317; directed
1112;1492; directed
1643;994; directed
248;446; directed
143;1760; directed
1112;1394; directed
994;1643; directed
1643;994; directed
994;1643; directed
1643;994; directed
994;1643; directed
1643;994; directed
994;1643; directed
1643;994; directed
1496;1157; directed
994;1643; directed
248;1496; directed
994;1643; directed
1643;994; directed
26;994; directed
1643;994; directed
994;1643; directed
994;1643; directed
994;26; directed
1753;1643; directed
1252;672; directed
809;174; directed
1761;1280; directed
1757;143; directed
66;317; directed
66;712; directed
66;96; directed
66;96; directed
66;96; directed
1345;1677; directed
1677;1345; directed
1677;474; directed
2;311; directed
1755;712; directed
1755;1643; directed
1755;1374; directed
517;1345; directed
767;1279; directed
1466;8; directed
1120;141; directed
11;1254; directed
11;1311; directed
11;1312; directed
11;1386; directed
1345;1677; directed
311;0; directed
1492;1112; directed
1279;767; directed
1280;1761; directed
430;1496; directed
307;1761; directed
1126;1664; directed
1126;996; directed
1567;1584; directed
174;809; directed
508;1025; directed
1643;1755; directed
822;241; directed
248;43; directed
809;174; directed
43;248; directed
248;43; directed
43;248; directed
174;809; directed
8;1466; directed
8;1342; directed
8;1730; directed
8;1254; directed
8;1654; directed
8;1307; directed
1761;307; directed
1761;1280; directed
1280;1761; directed
809;174; directed
174;809; directed
66;1345; directed
66;1238; directed
307;1761; directed
1342;8; directed
1342;2; directed
1342;11; directed
1342;11; directed
8;1342; directed
8;1386; directed
8;1264; directed
8;1762; directed
8;1762; directed
8;1762; directed
8;1762; directed
8;1762; directed
8;723; directed
560;430; directed
560;94; directed
560;726; directed
11;142; directed
11;1342; directed
11;8; directed
8;11; directed
8;11; directed
142;11; directed
428;190; directed
11;142; directed
11;1762; directed
1762;11; directed
11;1762; directed
11;1312; directed
1312;11; directed
11;1312; directed
1312;11; directed
1394;1112; directed
1394;1745; directed
11;1312; directed
1312;11; directed
11;1312; directed
1312;11; directed
11;1312; directed
1312;11; directed
11;1312; directed
1312;11; directed
11;1312; directed
1312;11; directed
1312;11; directed
11;1312; directed
11;546; directed
1312;11; directed
1646;620; directed
11;1312; directed
1254;8; directed
11;1312; directed
1312;11; directed
1008;26; directed
160;1254; directed
482;1407; directed
1761;307; directed
1761;1280; directed
809;174; directed
842;1236; directed
1345;1313; directed
809;174; directed
8;1254; directed
1492;1112; directed
8;846; directed
26;1008; directed
143;1757; directed
430;560; directed
614;1763; directed
1672;160; directed
1757;143; directed
142;11; directed
66;1033; directed
1157;1071; directed
1157;1496; directed
71;1764; directed
1252;1156; directed
1677;778; directed
581;26; directed
2;1342; directed
241;822; directed
254;0; directed
0;254; directed
1280;1761; directed
1761;1280; directed
1254;1672; directed
1254;1672; directed
1307;8; directed
1254;160; directed
494;248; directed
8;1307; directed
174;809; directed
26;581; directed
190;428; directed
1264;8; directed
1715;1307; directed
1755;1643; directed
442;1408; directed
8;1264; directed
581;1677; directed
1762;11; directed
1264;8; directed
809;174; directed
1643;1755; directed
1643;1753; directed
1307;1715; directed
1307;8; directed
1126;1349; directed
1126;546; directed
1284;26; directed
651;51; directed
11;1762; directed
143;1757; directed
1358;1342; directed
546;1126; directed
1753;1643; directed
11;1312; directed
11;142; directed
11;7; directed
1342;8; directed
1342;1358; directed
1342;11; directed
1342;2; directed
1342;11; directed
1311;11; directed
11;1311; directed
1712;1311; directed
11;1342; directed
1757;143; directed
1311;11; directed
11;1311; directed
616;430; directed
1677;710; directed
1677;710; directed
430;616; directed
1666;1279; directed
1747;467; directed
1747;969; directed
8;1342; directed
1342;11; directed
8;1307; directed
1342;8; directed
798;1747; directed
1280;1761; directed
18;1180; directed
18;7; directed
7;18; directed
428;190; directed
428;241; directed
1740;474; directed
1279;1666; directed
673;1279; directed
193;8; directed
1677;327; directed
1390;1740; directed
241;428; directed
26;1284; directed
2;0; directed
1311;11; directed
1643;1753; directed
1697;1643; directed
1755;1643; directed
1755;68; directed
1755;68; directed
1755;68; directed
1755;1311; directed
1755;1402; directed
1761;307; directed
174;809; directed
1312;11; directed
581;26; directed
26;581; directed
307;1761; directed
581;26; directed
809;174; directed
1358;1342; directed
1341;1358; directed
1358;1341; directed
1402;1755; directed
1755;1402; directed
1252;811; directed
1544;808; directed
1643;1697; directed
1643;1755; directed
1307;8; directed
311;0; directed
193;198; directed
193;294; directed
808;1544; directed
1126;1259; directed
428;241; directed
1126;546; directed
1126;1033; directed
1126;141; directed
1311;1755; directed
1761;307; directed
143;1757; directed
47;1539; directed
51;651; directed
8;193; directed
8;1342; directed
8;1307; directed
1345;8; directed
1342;8; directed
1342;1358; directed
241;428; directed
1753;1643; directed
1712;1307; directed
1712;232; directed
232;1712; directed
1712;232; directed
232;1712; directed
1712;232; directed
232;1712; directed
232;1675; directed
1712;232; directed
232;1712; directed
1712;232; directed
798;1474; directed
174;809; directed
1757;143; directed
842;1236; directed
1643;1753; directed
969;1747; directed
276;251; directed
1279;1737; directed
623;594; directed
1715;1307; directed
1715;1307; directed
190;428; directed
1492;1112; directed
8;1342; directed
8;1345; directed
143;1757; directed
1112;1492; directed
1345;8; directed
1492;1112; directed
1508;1668; directed
317;994; directed
560;430; directed
560;94; directed
726;1279; directed
809;174; directed
430;560; directed
1761;307; directed
1252;1743; directed
1284;26; directed
0;311; directed
1737;1279; directed
1668;1508; directed
2;31; directed
0;1654; directed
1342;8; directed
1757;143; directed
1697;1643; directed
308;1466; directed
1279;726; directed
174;809; directed
428;190; directed
307;1761; directed
1252;983; directed
1252;548; directed
1643;1697; directed
1309;560; directed
726;1279; directed
1252;1764; directed
1025;508; directed
1740;1390; directed
1712;808; directed
8;1345; directed
8;1342; directed
1748;1062; directed
594;1100; directed
594;1100; directed
1761;307; directed
1345;8; directed
0;311; directed
2;0; directed
0;2; directed
0;2; directed
1743;1252; directed
2;0; directed
0;2; directed
2;0; directed
808;1712; directed
1654;0; directed
11;1312; directed
11;1311; directed
11;1342; directed
1312;11; directed
855;1116; directed
311;0; directed
0;311; directed
8;1345; directed
8;1254; directed
1345;8; directed
8;1345; directed
192;1361; directed
1307;1712; directed
1307;1715; directed
11;1312; directed
809;174; directed
174;809; directed
1311;11; directed
1646;232; directed
1646;748; directed
1712;808; directed
643;142; directed
767;773; directed
1252;1743; directed
1280;1761; directed
11;1311; directed
710;1677; directed
1312;11; directed
1675;232; directed
1747;969; directed
1747;171; directed
31;2; directed
388;493; directed
41;1328; directed
1328;41; directed
41;1328; directed
41;1730; directed
1747;1439; directed
143;1757; directed
1747;1074; directed
1074;1747; directed
142;643; directed
1342;11; directed
1747;1074; directed
1342;8; directed
969;1747; directed
969;1640; directed
969;773; directed
969;297; directed
1313;1345; directed
1022;1765; directed
270;276; directed
270;637; directed
270;712; directed
442;41; directed
297;969; directed
994;317; directed
1764;1252; directed
994;317; directed
1764;71; directed
1180;18; directed
8;1342; directed
8;66; directed
190;428; directed
1254;41; directed
1764;1252; directed
1761;1280; directed
1279;726; directed
1712;1194; directed
1623;47; directed
47;1623; directed
1741;210; directed
66;8; directed
66;1766; directed
66;1767; directed
66;1768; directed
66;1759; directed
66;1748; directed
1041;1337; directed
969;709; directed
1252;1764; directed
2;31; directed
2;31; directed
1345;1313; directed
1311;11; directed
1676;1289; directed
1755;1643; directed
1755;1311; directed
1402;1755; directed
1747;969; directed
1280;1761; directed
26;581; directed
26;1284; directed
1041;66; directed
1041;1729; directed
560;430; directed
1623;47; directed
560;1309; directed
1712;560; directed
166;1757; directed
1764;1252; directed
430;560; directed
210;1741; directed
1761;1280; directed
1761;307; directed
1761;307; directed
1741;210; directed
311;0; directed
1508;1743; directed
0;311; directed
1280;1761; directed
104;712; directed
104;1623; directed
104;41; directed
104;1643; directed
307;1761; directed
1623;104; directed
1643;104; directed
1643;1755; directed
11;1311; directed
11;1342; directed
11;1311; directed
1755;1643; directed
1755;7; directed
1643;1755; directed
1755;1643; directed
1129;651; directed
66;709; directed
7;1755; directed
1755;7; directed
809;174; directed
7;1755; directed
104;1643; directed
104;1623; directed
493;388; directed
232;1646; directed
232;1675; directed
1623;104; directed
1342;11; directed
1675;232; directed
11;1342; directed
1342;11; directed
1342;8; directed
11;1342; directed
581;26; directed
1342;11; directed
11;1342; directed
1342;11; directed
1309;560; directed
1284;26; directed
1643;1755; directed
1643;104; directed
1284;1311; directed
11;1342; directed
11;1312; directed
11;1643; directed
11;26; directed
1312;1284; directed
1643;11; directed
11;1643; directed
1643;11; directed
11;1643; directed
726;1279; directed
1643;11; directed
1439;1747; directed
1342;11; directed
1311;11; directed
1311;1755; directed
1311;11; directed
1033;1623; directed
43;1668; directed
11;1643; directed
11;1311; directed
11;1342; directed
26;11; directed
11;26; directed
11;66; directed
1623;1033; directed
1623;47; directed
1761;1280; directed
1757;143; directed
8;1342; directed
1677;1117; directed
1643;11; directed
171;1747; directed
31;2; directed
1342;11; directed
1342;8; directed
8;1342; directed
31;1041; directed
1237;31; directed
1342;8; directed
31;1237; directed
8;1342; directed
31;8; directed
8;31; directed
8;31; directed
1237;31; directed
1342;8; directed
8;1342; directed
1342;8; directed
1342;8; directed
8;1342; directed
8;1342; directed
8;1342; directed
1342;8; directed
1342;8; directed
8;1342; directed
8;1342; directed
1342;8; directed
8;1342; directed
8;1342; directed
8;1117; directed
143;1757; directed
94;560; directed
1279;726; directed
94;174; directed
1761;307; directed
66;1769; directed
47;1623; directed
188;357; directed
188;442; directed
188;1748; directed
104;1643; directed
104;1623; directed
2;31; directed
104;1623; directed
104;1623; directed
104;473; directed
188;707; directed
188;43; directed
1755;7; directed
1755;1402; directed
1755;1643; directed
1755;1311; directed
26;11; directed
26;1284; directed
1623;47; directed
1623;104; directed
1685;26; directed
26;1685; directed
1685;26; directed
26;1685; directed
1311;1755; directed
1311;11; directed
104;1623; directed
66;393; directed
66;393; directed
104;1026; directed
104;1517; directed
1643;104; directed
1643;1755; directed
1685;1643; directed
104;1643; directed
1643;1685; directed
1685;1643; directed
1643;104; directed
1643;1685; directed
1685;1643; directed
104;1643; directed
1643;1685; directed
1643;104; directed
104;1643; directed
1643;1757; directed
104;473; directed
1643;104; directed
104;1654; directed
104;1643; directed
104;1640; directed
1643;104; directed
104;1643; directed
104;1117; directed
104;43; directed
104;473; directed
1643;104; directed
104;1484; directed
104;1643; directed
104;8; directed
1643;104; directed
1280;1761; directed
43;104; directed
1280;1770; directed
1675;232; directed
104;43; directed
104;1643; directed
94;1451; directed
1755;1643; directed
11;1311; directed
11;26; directed
1668;43; directed
26;11; directed
428;190; directed
190;428; directed
1712;1194; directed
1623;104; directed
307;1761; directed
1770;1280; directed
1117;8; directed
1117;1677; directed
1117;104; directed
1284;1312; directed
1284;1189; directed
1466;308; directed
276;270; directed
8;1117; directed
8;7; directed
1117;8; directed
473;104; directed
1280;1770; directed
1643;104; directed
1643;1755; directed
11;26; directed
1311;1312; directed
96;8; directed
748;1646; directed
672;1252; directed
1761;307; directed
1761;244; directed
672;1252; directed
1564;26; directed
7;8; directed
1712;616; directed
104;1623; directed
104;1117; directed
104;473; directed
104;1643; directed
616;1712; directed
1712;616; directed
174;809; directed
1117;104; directed
1394;1771; directed
1666;104; directed
1771;1394; directed
1666;1117; directed
31;8; directed
1712;1584; directed
66;1041; directed
1712;524; directed
31;8; directed
31;8; directed
31;11; directed
524;1712; directed
1312;1311; directed
1252;672; directed
808;1712; directed
808;641; directed
1646;748; directed
1666;941; directed
473;104; directed
66;255; directed
66;473; directed
1685;255; directed
1623;104; directed
1033;1312; directed
1730;8; directed
1730;41; directed
473;66; directed
1623;47; directed
983;1207; directed
1058;712; directed
66;1343; directed
428;190; directed
809;174; directed
1312;1033; directed
66;1674; directed
673;1252; directed
1712;1492; directed
190;428; directed
43;1668; directed
188;143; directed
1772;678; directed
1544;808; directed
1343;66; directed
1311;1312; directed
26;11; directed
1311;1343; directed
1755;1643; directed
1488;1532; directed
1755;285; directed
1755;285; directed
1755;285; directed
1755;285; directed
1755;1129; directed
1755;1129; directed
1755;1129; directed
1755;1129; directed
1755;524; directed
1755;524; directed
1394;1771; directed
8;31; directed
8;1730; directed
62;126; directed
0;311; directed
8;96; directed
8;7; directed
8;1117; directed
1117;1666; directed
1117;8; directed
1343;1311; directed
1757;143; directed
1757;1643; directed
1643;1757; directed
1643;1755; directed
428;190; directed
429;71; directed
429;143; directed
429;7; directed
8;1117; directed
1117;8; directed
1117;8; directed
1755;1643; directed
1126;318; directed
560;430; directed
1715;1307; directed
1715;1307; directed
190;428; directed
678;1772; directed
560;1309; directed
1236;842; directed
1685;1394; directed
560;94; directed
560;1712; directed
696;641; directed
174;94; directed
696;1773; directed
1492;1712; directed
1311;1343; directed
1386;8; directed
1386;11; directed
1386;94; directed
430;560; directed
8;1386; directed
1033;1312; directed
1307;1715; directed
1623;47; directed
1757;1643; directed
1771;1394; directed
174;809; directed
1237;1471; directed
748;1646; directed
1252;673; directed
560;430; directed
1643;1757; directed
1772;678; directed
709;969; directed
709;66; directed
1685;709; directed
709;1685; directed
1252;1772; directed
1685;709; directed
673;1252; directed
1761;430; directed
619;26; directed
430;560; directed
430;1761; directed
1471;1237; directed
1252;673; directed
842;1236; directed
18;7; directed
18;1180; directed
673;1252; directed
851;1774; directed
1194;1712; directed
47;1623; directed
641;808; directed
641;696; directed
808;1544; directed
969;1747; directed
969;709; directed
428;190; directed
66;709; directed
66;1775; directed
66;1774; directed
66;1776; directed
66;1776; directed
66;1769; directed
8;1312; directed
8;1312; directed
8;1312; directed
8;1312; directed
8;1312; directed
66;8; directed
7;8; directed
1777;233; directed
0;1778; directed
1402;1755; directed
1761;430; directed
1230;1167; directed
31;1730; directed
190;428; directed
31;442; directed
31;376; directed
1755;1402; directed
